section_image,section_title,slug,admin_url
460_TWCSKNRT02_400.jpg,Round Temple 12 Images,round-temple-12-images,https://holy-land-photos.vercel.app/admin/collections/sections/460
BurdurSagalassos.jpg,Sagalassos Artifacts/Burdur,sagalassos-artifactsburdur,https://holy-land-photos.vercel.app/admin/collections/sections/3748
TTXCSGLC099.jpg,Sagalassos Lower City,sagalassos-lower-city,https://holy-land-photos.vercel.app/admin/collections/sections/3749
571_SagUpAgora.jpg,Sagalassos Upper Agora,sagalassos-upper-agora,https://holy-land-photos.vercel.app/admin/collections/sections/571
570_Sagalassos.jpg,Sagalassos Upper City,sagalassos-upper-city,https://holy-land-photos.vercel.app/admin/collections/sections/570
397_AnneChurchMap.jpg,Saint Anne's Church (10),saint-annes-church-10,https://holy-land-photos.vercel.app/admin/collections/sections/397
472_IJCHSM04_400.jpg,Saint Mark's Syrian Orthodox Church,saint-marks-syrian-orthodox-church,https://holy-land-photos.vercel.app/admin/collections/sections/472
SalamisCyprus.jpg,Salamis Cyprus,salamis-cyprus,https://holy-land-photos.vercel.app/admin/collections/sections/3713
475_Samaria-01.jpg,Samaria/Sebaste,samariasebaste,https://holy-land-photos.vercel.app/admin/collections/sections/475
584_Samos01.jpg,Samos,samos,https://holy-land-photos.vercel.app/admin/collections/sections/584
582_Samothrace.jpg,Samothrace,samothrace,https://holy-land-photos.vercel.app/admin/collections/sections/582
514_ICDSEG04_400.jpg,Samuel and Saul 131-137,samuel-and-saul-131-137,https://holy-land-photos.vercel.app/admin/collections/sections/514
407_SanctMap.jpg,Sanctuary,sanctuary,https://holy-land-photos.vercel.app/admin/collections/sections/407
Sanliurfa.jpg,Sanliurfa,sanliurfa,https://holy-land-photos.vercel.app/admin/collections/sections/68
336_ArchMusIstan01.jpg,Sarcophagi Archaeology Museum Istanbul,sarcophagi-archaeology-museum-istanbul,https://holy-land-photos.vercel.app/admin/collections/sections/336
SardisMap2.jpg,Sardis Synagoge Gymnasium,sardis-synagoge-gymnasium,https://holy-land-photos.vercel.app/admin/collections/sections/83
SeaGalileeMap2.jpg,Sea of Galilee 19 folders,sea-of-galilee-19-folders,https://holy-land-photos.vercel.app/admin/collections/sections/14
346_SeleuciaPMap050323.jpg,Seleucia Pieria,seleucia-pieria,https://holy-land-photos.vercel.app/admin/collections/sections/346
Sepphoris_350.jpg,Sepphoris Citadel,sepphoris-citadel,https://holy-land-photos.vercel.app/admin/collections/sections/342
341_LisaHead050225.jpg,Sepphoris Roman Villa Mosaics,sepphoris-roman-villa-mosaics,https://holy-land-photos.vercel.app/admin/collections/sections/341
468_INLGSPSY01_400.jpg,Sepphoris Synagogue Mosaics,sepphoris-synagogue-mosaics,https://holy-land-photos.vercel.app/admin/collections/sections/468
279_MycenaeCitadelMap.jpg,Setting,setting,https://holy-land-photos.vercel.app/admin/collections/sections/279
513_Atlas127_400.jpg,Settlement in Canaan 113-130,settlement-in-canaan-113-130,https://holy-land-photos.vercel.app/admin/collections/sections/513
527_TWCSEP32_400.jpg,Seven Churches 235-239,seven-churches-235-239,https://holy-land-photos.vercel.app/admin/collections/sections/527
16_SharonPlain01.jpg,Sharon Plain (12 folders),sharon-plain-12-folders,https://holy-land-photos.vercel.app/admin/collections/sections/16
442_DLSSSS21_400.jpg,Shearing Sheep,shearing-sheep,https://holy-land-photos.vercel.app/admin/collections/sections/442
477_Shechem-02.jpg,Shechem,shechem,https://holy-land-photos.vercel.app/admin/collections/sections/477
163_ShepherdingMap040913.jpg,Sheep & Shepherding,sheep-shepherding,https://holy-land-photos.vercel.app/admin/collections/sections/163
Shephelah.jpg,Shephelah,shephelah,https://holy-land-photos.vercel.app/admin/collections/sections/27
164_SheepMap.jpg,Shepherding,shepherding,https://holy-land-photos.vercel.app/admin/collections/sections/164
540_Shiloh.jpg,Shiloh,shiloh,https://holy-land-photos.vercel.app/admin/collections/sections/540
541_ICHESHBA01_400.jpg,Shiloh Basilica,shiloh-basilica,https://holy-land-photos.vercel.app/admin/collections/sections/541
543_ICHESHWL01_400.jpg,Shiloh Weli/Church,shiloh-welichurch,https://holy-land-photos.vercel.app/admin/collections/sections/543
606_penteconter-1.jpg,Ships and Boats,ships-and-boats,https://holy-land-photos.vercel.app/admin/collections/sections/606
NegevShivta.jpg,Shivta/Soubaita,shivtasoubaita,https://holy-land-photos.vercel.app/admin/collections/sections/3717
SilwanVillage.jpg,Silwan OT Tombs,silwan-ot-tombs,https://holy-land-photos.vercel.app/admin/collections/sections/91
511_Sinai10.jpg,Sinai Peninsula,sinai-peninsula,https://holy-land-photos.vercel.app/admin/collections/sections/511
577_Sinope.jpg,Sinope,sinope,https://holy-land-photos.vercel.app/admin/collections/sections/577
576_SinopeMuseum500-01.jpg,Sinope Museum,sinope-museum,https://holy-land-photos.vercel.app/admin/collections/sections/576
201_SmallPlants041104.jpg,Small Plants,small-plants,https://holy-land-photos.vercel.app/admin/collections/sections/201
SmyrnaArtifacts1.jpg,Smyrna Artifacts,smyrna-artifacts,https://holy-land-photos.vercel.app/admin/collections/sections/108
SmyrnaMap.jpg,Smyrna/Izmir,smyrnaizmir,https://holy-land-photos.vercel.app/admin/collections/sections/106
IsraelSouth.jpg,South,south,https://holy-land-photos.vercel.app/admin/collections/sections/9
21_MedCoast02.jpg,South Central Turkey 11 folders,south-central-turkey-11-folders,https://holy-land-photos.vercel.app/admin/collections/sections/21
220_MapSTheater031209.jpg,South Theater,south-theater,https://holy-land-photos.vercel.app/admin/collections/sections/220
495_South-01.jpg,South/Edom 2 Folders,southedom-2-folders,https://holy-land-photos.vercel.app/admin/collections/sections/495
242_SouthSlopeMap040209.jpg,Southern Slope (3 folders),southern-slope-3-folders,https://holy-land-photos.vercel.app/admin/collections/sections/242
54_IJNTSW01_400.jpg,Southern Wall Excavations,southern-wall-excavations,https://holy-land-photos.vercel.app/admin/collections/sections/54
SowersCove1.jpg,Sower's Cove,sowers-cove,https://holy-land-photos.vercel.app/admin/collections/sections/75
601_IHLS196701_400.jpg,Spring 1967 at Institute of Holy Land Studies,spring-1967-at-institute-of-holy-land-studies,https://holy-land-photos.vercel.app/admin/collections/sections/601
444_EnHarodMap.jpg,Spring of Harod,spring-of-harod,https://holy-land-photos.vercel.app/admin/collections/sections/444
200_MadabaChurch031110.jpg,St. George's Church,st-georges-church,https://holy-land-photos.vercel.app/admin/collections/sections/200
357_MarysChurchMap.jpg,St. Mary's Church,st-marys-church,https://holy-land-photos.vercel.app/admin/collections/sections/357
HerculesFarnese01.jpg,Statues,statues-3678,https://holy-land-photos.vercel.app/admin/collections/sections/3678
549_TCMCPE19_400.jpg,Statues of Deities Archaeology Museum Istanbul,statues-of-deities-archaeology-museum-istanbul,https://holy-land-photos.vercel.app/admin/collections/sections/549
338_EphebosMap050417.jpg,Statues of People Archaeology Museum Istanbul,statues-of-people-archaeology-museum-istanbul,https://holy-land-photos.vercel.app/admin/collections/sections/338
245_SSStructuresMap040210.jpg,Structures,structures,https://holy-land-photos.vercel.app/admin/collections/sections/245
suleiman-mosque-sm-.jpg,Süleymaniye Complex Istanbul,süleymaniye-complex-istanbul,https://holy-land-photos.vercel.app/admin/collections/sections/3618
437_SusitaMap02.jpg,Sussita/Hippos,sussitahippos,https://holy-land-photos.vercel.app/admin/collections/sections/437
544_INSGSF01_400.jpg,Swiss Forest - Views,swiss-forest-views,https://holy-land-photos.vercel.app/admin/collections/sections/544
439_SycharMap01.jpg,Sychar/Jacob's Well,sycharjacobs-well,https://holy-land-photos.vercel.app/admin/collections/sections/439
syracuse.jpg,Syracuse Sicily,syracuse-sicily,https://holy-land-photos.vercel.app/admin/collections/sections/3680
503_SYKD01_400.jpg,Syria,syria,https://holy-land-photos.vercel.app/admin/collections/sections/503
325_SyrianChapelMap.jpg,Syrian Chapel 3,syrian-chapel-3,https://holy-land-photos.vercel.app/admin/collections/sections/325
301_TabernacleMap040914.jpg,Tabernacle,tabernacle,https://holy-land-photos.vercel.app/admin/collections/sections/301
335_TabghaMap050201.jpg,Tabgha,tabgha,https://holy-land-photos.vercel.app/admin/collections/sections/335
TarsusMap3.jpg,Tarsus,tarsus,https://holy-land-photos.vercel.app/admin/collections/sections/69
377_IMG_2186b_400.jpg,Tarsus (Roman Temple),tarsus-roman-temple,https://holy-land-photos.vercel.app/admin/collections/sections/377
HesiMap.jpg,Tell el–Hesi,tell-elhesi,https://holy-land-photos.vercel.app/admin/collections/sections/3617
604_Jemmeh.jpg,Tell Jemmeh,tell-jemmeh,https://holy-land-photos.vercel.app/admin/collections/sections/604
563_Tayinat.jpg,Tell Tayinat,tell-tayinat,https://holy-land-photos.vercel.app/admin/collections/sections/563
428_ISRVTMTP14_400.jpg,Temple,temple,https://holy-land-photos.vercel.app/admin/collections/sections/428
313_TempleMountMAP041026.jpg,Temple Mount Platform/Haram - 6 folders,temple-mount-platformharam-6-folders,https://holy-land-photos.vercel.app/admin/collections/sections/313
393_AugustusMap01.jpg,Temple of Augustus,temple-of-augustus,https://holy-land-photos.vercel.app/admin/collections/sections/393
254_HeraclesMap040216.jpg,Temple of Heracles,temple-of-heracles,https://holy-land-photos.vercel.app/admin/collections/sections/254
483_GSATTZ04_400.jpg,Temple of Zeus,temple-of-zeus,https://holy-land-photos.vercel.app/admin/collections/sections/483
351_CitadelMap050509.jpg,The Citadel,the-citadel,https://holy-land-photos.vercel.app/admin/collections/sections/351
275_EpidaurusTheaterMap.jpg,Theater,theater,https://holy-land-photos.vercel.app/admin/collections/sections/275
400_GadaraTheatMap01.jpg,Theater,theater-400,https://holy-land-photos.vercel.app/admin/collections/sections/400
243_TheaDionysusMap1.jpg,Theater of Dionysus,theater-of-dionysus,https://holy-land-photos.vercel.app/admin/collections/sections/243
416_ThermopylaeMap01.jpg,Thermopylae,thermopylae,https://holy-land-photos.vercel.app/admin/collections/sections/416
285_GNMTTHCT05_400.jpg,Thessalonica City,thessalonica-city,https://holy-land-photos.vercel.app/admin/collections/sections/285
forum-agora-1.jpg,Thessalonica Forum/Agora,thessalonica-forumagora,https://holy-land-photos.vercel.app/admin/collections/sections/284
283_ThessalonicaMap4.jpg,Thessalonica Introduction,thessalonica-introduction,https://holy-land-photos.vercel.app/admin/collections/sections/283
287_VladatonMap040824.jpg,Thessalonica Monastery of Vlatadon,thessalonica-monastery-of-vlatadon,https://holy-land-photos.vercel.app/admin/collections/sections/287
286_DemetMap040818.jpg,Thessalonica St. Demetrius Church,thessalonica-st-demetrius-church,https://holy-land-photos.vercel.app/admin/collections/sections/286
ThyatiraMap2.jpg,Thyatira,thyatira,https://holy-land-photos.vercel.app/admin/collections/sections/82
TiberiasMap01.jpg,Tiberias,tiberias,https://holy-land-photos.vercel.app/admin/collections/sections/547
TiberiasMap01.jpg,Tiberias Gate & Theater,tiberias-gate-theater,https://holy-land-photos.vercel.app/admin/collections/sections/545
427_TimnaMap01.jpg,Timna,timna,https://holy-land-photos.vercel.app/admin/collections/sections/427
553_TombAnnas.jpg,Tomb of Annas,tomb-of-annas,https://holy-land-photos.vercel.app/admin/collections/sections/553
TombofGrapes.jpg,Tomb of Grapes,tomb-of-grapes,https://holy-land-photos.vercel.app/admin/collections/sections/101
324_IJNTHSTM01_400.jpg,Tomb of Jesus 11 images,tomb-of-jesus-11-images,https://holy-land-photos.vercel.app/admin/collections/sections/324
EcoleBibliqueTomb.jpg,Tombs OT (First Temple),tombs-ot-first-temple,https://holy-land-photos.vercel.app/admin/collections/sections/94
417_HamsinMap01.jpg,Transition Seasons (Hamsin),transition-seasons-hamsin,https://holy-land-photos.vercel.app/admin/collections/sections/417
140_AlmondTree040909.jpg,Trees,trees,https://holy-land-photos.vercel.app/admin/collections/sections/140
TroyMuseum01.jpg,Troy Museum,troy-museum,https://holy-land-photos.vercel.app/admin/collections/sections/3703
TumulusMap.jpg,Tumuli,tumuli,https://holy-land-photos.vercel.app/admin/collections/sections/118
TurkeyWCE.jpg,Turkey,turkey,https://holy-land-photos.vercel.app/admin/collections/sections/3
457_IJNTST01_400.jpg,Tyropoeon (Central Valley) Street,tyropoeon-central-valley-street,https://holy-land-photos.vercel.app/admin/collections/sections/457
478_Qanatir.jpg,Umm el-Qanatir,umm-el-qanatir,https://holy-land-photos.vercel.app/admin/collections/sections/478
399_GadaraMap.jpg,Umm Qeis/Gadara (4 folders),umm-qeisgadara-4-folders,https://holy-land-photos.vercel.app/admin/collections/sections/399
447_UpperGalileeMap.jpg,Upper Galilee,upper-galilee,https://holy-land-photos.vercel.app/admin/collections/sections/447
320_MountZionMap041028.jpg,Upper Room Mt. Zion,upper-room-mt-zion,https://holy-land-photos.vercel.app/admin/collections/sections/320
435_ValleyElah.jpg,Valley of Elah,valley-of-elah,https://holy-land-photos.vercel.app/admin/collections/sections/435
411_WreathMap.jpg,Various Objects,various-objects,https://holy-land-photos.vercel.app/admin/collections/sections/411
ViaDolorosaMap.jpg,Via Dolorosa,via-dolorosa,https://holy-land-photos.vercel.app/admin/collections/sections/114
ViaEgnatiaMap.jpg,Via Egnatia,via-egnatia,https://holy-land-photos.vercel.app/admin/collections/sections/124
466_Shephelah.jpg,Views,views,https://holy-land-photos.vercel.app/admin/collections/sections/466
469_BiblicalNegev02.jpg,Views,views-469,https://holy-land-photos.vercel.app/admin/collections/sections/469
491_Atlas16_400.jpg,Views,views-491,https://holy-land-photos.vercel.app/admin/collections/sections/491
LowerGalMap.jpg,Views,views-2610,https://holy-land-photos.vercel.app/admin/collections/sections/2610
501_AtlasA67_400.jpg,Views of Egypt (9 images),views-of-egypt-9-images,https://holy-land-photos.vercel.app/admin/collections/sections/501
424_HCEphraimMap10.jpg,Views of Ephraim,views-of-ephraim,https://holy-land-photos.vercel.app/admin/collections/sections/424
465_NegevHighlands.jpg,Views of Negev Highlands,views-of-negev-highlands,https://holy-land-photos.vercel.app/admin/collections/sections/465
SGViewsMap2.jpg,Views of Sea of Galilee,views-of-sea-of-galilee,https://holy-land-photos.vercel.app/admin/collections/sections/49
436_SharonPlain01.jpg,Views of Sharon Plain,views-of-sharon-plain,https://holy-land-photos.vercel.app/admin/collections/sections/436
356_ViewsSite050803.jpg,Views of Site,views-of-site,https://holy-land-photos.vercel.app/admin/collections/sections/356
482_GSATACVT01_400.jpg,Views to Acropolis,views-to-acropolis,https://holy-land-photos.vercel.app/admin/collections/sections/482
534_ICDSMSVS01_400.jpg,Views to and from Masada,views-to-and-from-masada,https://holy-land-photos.vercel.app/admin/collections/sections/534
168_GrapesMap.jpg,Vines and Vineyards,vines-and-vineyards,https://holy-land-photos.vercel.app/admin/collections/sections/168
209_IEACavesMap031117.jpg,Wadi es–Sir and Caves,wadi-essir-and-caves,https://holy-land-photos.vercel.app/admin/collections/sections/209
496_South-01.jpg,Wadi Ram/Rum,wadi-ramrum,https://holy-land-photos.vercel.app/admin/collections/sections/496
WarrenJoab.jpg,Warren's Shaft,warrens-shaft,https://holy-land-photos.vercel.app/admin/collections/sections/99
366_WarrensShaftMap.jpg,Warren's Shaft,warrens-shaft-366,https://holy-land-photos.vercel.app/admin/collections/sections/366
359_TempWaterSystem.jpg,Water Systems (7 folders),water-systems-7-folders,https://holy-land-photos.vercel.app/admin/collections/sections/359
ritmeyer-s-line.jpg,West,west,https://holy-land-photos.vercel.app/admin/collections/sections/316
KiriathJearim.jpg,Western Benjamin,western-benjamin,https://holy-land-photos.vercel.app/admin/collections/sections/3633
389_WestHillMap.jpg,Western Hill,western-hill,https://holy-land-photos.vercel.app/admin/collections/sections/389
WesternTurkeyMap3.jpg,Western Turkey,western-turkey,https://holy-land-photos.vercel.app/admin/collections/sections/7
45_IJWW02_400.jpg,Western Wall,western-wall,https://holy-land-photos.vercel.app/admin/collections/sections/45
154_WheatMap.jpg,Wheat,wheat,https://holy-land-photos.vercel.app/admin/collections/sections/154
589_DLANWB01_400.jpg,Wild Boar,wild-boar,https://holy-land-photos.vercel.app/admin/collections/sections/589
WildernessJudahMap.jpg,Wilderness of Judah,wilderness-of-judah,https://holy-land-photos.vercel.app/admin/collections/sections/34
WildernessJudahMap.jpg,Wilderness of Judah Views,wilderness-of-judah-views,https://holy-land-photos.vercel.app/admin/collections/sections/92
160_WinterMap.jpg,Winter,winter,https://holy-land-photos.vercel.app/admin/collections/sections/160
586_TWTQXNBM02_400.jpg,Xanthos Monuments,xanthos-monuments,https://holy-land-photos.vercel.app/admin/collections/sections/586
190_a XanthosMap031009.jpg,Xanthos The Site,xanthos-the-site,https://holy-land-photos.vercel.app/admin/collections/sections/190
334_BoxCar041202.jpg,Yad Vashem,yad-vashem,https://holy-land-photos.vercel.app/admin/collections/sections/334
406_YazilikayMap01.jpg,Yazilikaya,yazilikaya,https://holy-land-photos.vercel.app/admin/collections/sections/406
YESEMEK03.jpg,Yesemek,yesemek,https://holy-land-photos.vercel.app/admin/collections/sections/3785
ZincirliMap.jpg,Zincirli (Sam'al),zincirli-samal,https://holy-land-photos.vercel.app/admin/collections/sections/564
